company,competitors
PNM,"PNM, POR, IDA, HE, OGE, PNW, BKH, PAM, AQN, ENIC, TAC"
POWI,"POWI, CRUS, SLAB, DIOD, MTSI, AMBA, RMBS, MXL, SMTC, SPWR, LSCC"
POWW,"POWW, WRAP, VEEE, JOUT, NPK, SWBI, RGR, CLAR, KNDI, HBB, SGC"
POWWP,"POWWP, HEI-A, LUNRW, KWESW, LILMW, MNTSW, MOG-A, KITTW, SATLW, ADSEW, AERTW"
PNR,"PNR, KAI, JBT, AOS, LECO, CCK, ALLE, RRX, AMCR, AGCO, GGG"
PPBI,"PPBI, FBP, CVBF, AUB, FHB, BOH, INDB, TCBI, ASB, CATY, FIBK"
PPBT,"PPBT, CALC, MIRA, ONTX, NCNA, DRRX, TFFP, AKTX, AYTU, COCP, BFRG"
PNW,"PNW, OGE, IDA, POR, OTTR, PNM, PPL, FE, ETR, ES, EIX"
PPC,"PPC, TSN, INGR, RH, ARMK, BROS, POST, NYT, ELF, FLO, DAR"
PPHP,"PPHP, OLIT, GLST, WWAC, BRAC, MCAG, ADRT, ALCE, WAVS, HOLO, NOVV"
PPHPW,"PPHPW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PPSI,"PPSI, ELVA, HRT, DRTT, TOMZ, VTSI, ADSEW, DFLIW, EOSEW, NEOVW, SLDPW"
PPIH,"PPIH, FTEK, APT, BWEN, ISDR, AP, IPWR, PYRGF, TPCS, RSSS, CLIR"
PPTA,"PPTA, ODV, VZLA, PLG, TRX, VOXR, USGO, MUX, TGB, EXK, GATO"
POL,"POL, YQ, FEDU, FENG, HOFV, ESGC, KUKE, CNVS, SRM, IHT, MSS"
PPYAW,"PPYAW, ASCBW, ACAXW, APXIW, ARIZW, ATAKW, CLINW, USCTW, ESACW, FATPW, IOACW"
PR,"PR, CHK, APA, OVV, RRC, SWN, HESM, CHRD, MTDR, AR, MUR"
PRAA,"PRAA, ECPG, PLBC, WT, EIG, UMH, BRSP, LPRO, GAM, QCRH, LBAI"
PRAX,"PRAX, GOSS, LRMR, LFCR, MACK, ENTA, SBTX, ALIM, TSVT, ALDX, VSTM"
POR,"POR, IDA, PNM, OGE, HE, PNW, AQN, ENIC, BKH, ELP, PAM"
PRCH,"PRCH, LPSN, ONTF, BBAI, BLZE, RDVT, DOMO, BAND, MTLS, AMSWA, CTV"
PRCT,"PRCT, ATEC, TNDM, ICUI, ATRC, NVCR, LMAT, AXNX, EMBC, FNA, MDXG"
PRE,"PRE, ARYD, ENGN, NSPR, ELUT, ACXP, ETAO, AADI, BIVI, CKPT, QNCX"
PRDO,"PRDO, NRDY, VTRU, AFYA, LAUR, APEI, STRA, REDU, BEDU, ATGE, LRN"
POST,"POST, FRPT, INGR, BROS, RH, FLO, NTCO, FIZZ, IPAR, OLLI, LANC"
PRFX,"PRFX, ADXS, REVB, PTPI, BDRX, ENSC, ARDS, APVO, JAN, ENVB, QLGN"
PPG,"PPG, DD, NEM, GOLD, LYB, DOW, NTR, PKX, AEM, NUE, MT"
PRFT,"PRFT, PRO, PERI, FORTY, CTG, DAVA, GAN, HCP, VIAV, AGYS, ALKT"
PRGS,"PRGS, SPNS, CVLT, AI, UPLD, QLYS, FSLY, ALKT, AVDX, QTWO, PD"
PORT,"PORT, NNAG, DPCS, CSLM, IOAC, CBRG, THCP, MITA, SZZL, TGAA, CMCA"
PPT,"PPT, HQL, PMO, KTF, MIY, SOR, TYG, MHN, MIN, ASG, GIM"
PPL,"PPL, FE, ETR, ES, EIX, PNW, OGE, SO, FTS, EBR, CNP"
PRIM,"PRIM, MYRG, PLPC, DY, MTZ, HLMN, DOOR, JBI, JELD, WGO, USLM"
PRLD,"PRLD, LRMR, GOSS, SCPH, PBYI, IMRX, ALIM, RENB, ENTA, OVID, ALDX"
PRA,"PRA, HCI, AMSF, UFCS, DGICA, UVE, EIG, GBLI, SAFT, MCY, TIPT"
PRLH,"PRLH, EMLD, TRTL, PLAO, SKGR, XPAX, APTM, MEAC, IVCP, IVCB, AXAC"
PRGO,"PRGO, CORT, SUPN, PCRX, JAZZ, MDGL, INSM, NUVL, ALKS, FOLD, MRTX"
PRLHU,"PRLHU, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PROC,"PROC, ME, IMNM, PAHC, NRIX, CDMO, JANX, KALV, FULC, TERN, COGT"
PROCW,"PROCW, ALVOW, BFRIW, CLVRW, CYTHW, SHOTW, SBFMW, GCAN, ATNFW, SXTPW, ACONW"
PRLHW,"PRLHW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PRG,"PRG, UPBD, NBHC, SVC, PLMR, XHR, CNNE, CASH, VRE, ALEX, TWO"
PROK,"PROK, IVVD, VYGR, LXEO, ITOS, ORTX, FATE, CGEM, CHRS, AURA, MGTX"
PROF,"PROF, ALUR, CLPT, TELA, INO, HSAQ, DRTS, TLSI, QIPT, BWAY, MGRM"
PRI,"PRI, AEL, VOYA, FG, JXN, RGA, BHF, GL, GNW, CRBG, AEG"
PROV,"PROV, LSBK, BFIN, WSBF, FCAP, SFBC, HMNF, MGYR, OFED, FNWD, FSFG"
PRPL,"PRPL, BRID, FLXS, TUP, MLEC, VCXA, VFF, OXUS, OPA, GROV, RGF"
PRPH,"PRPH, CRVS, TPST, CMRX, ORMP, EYEN, BCTX, BTAI, TRVI, FGEN, ELYM"
PRK,"PRK, WAFD, TBBK, FRME, FFBC, NBTB, WSBC, SFNC, TRMK, CHCO, NWBI"
PRQR,"PRQR, GLYC, GTHX, RANI, PDSB, PMVP, ANVS, PEPG, DNTH, MCRB, DSGN"
PRPO,"PRPO, DNAY, TLIS, HLTH, OMIC, BGLC, ABVC, AEZS, BTTX, VCNX, ASLN"
PRSO,"PRSO, RTC, SLNH, MRIN, CRTD, MITC, LDWY, LKCO, ASST, CNET, EVOL"
PRM,"PRM, HWKN, NGVT, UAN, DRD, HAYN, ZEUS, NFGC, LWLG, WLKP, MERC"
PRSR,"PRSR, EFHT, LAAA, HAIA, EGOX, MOBV, MCAE, WWAC, PPHP, GLST, BRAC"
PRMW,"PRMW, MYRG, TAC, MGEE, PAM, AVA, SJW, TDS, AWR, CPK, CWT"
PRSRU,"PRSRU, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, ACBAW"
PRLB,"PRLB, SCSC, POWL, HY, IRBT, ERII, KRNT, TRS, GRC, MRC, TWI"
PRST,"PRST, GRRR, APCX, MVLA, ICLK, ALAR, RCAT, AISP, DUOT, ZENV, CXAI"
PRSTW,"PRSTW, AUUDW, DATSW, DAVEW, XELAP, GRABW, JTAIW, JTAIZ, KBNTW, LTCHW, MCLDW"
PRTA,"PRTA, PTCT, INDV, IRWD, GPCR, IDYA, DVAX, SNDX, ARVN, SMMT, AMRX"
PRSRW,"PRSRW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PRME,"PRME, AMAM, FDMT, EDIT, SANA, CABA, ADMA, RGNX, AUTL, EXAI, TALS"
PRO,"PRO, HCP, PERI, PRFT, FORTY, DAVA, SABR, COHU, KN, TTMI, VRNT"
PRTC,"PRTC, RNA, TVTX, VERA, GRCL, SVRA, AVTE, TYRA, ZYME, ALXO, LQDA"
PRTH,"PRTH, SHAP, RMNI, NOTE, EEX, PAYS, SEZL, RGP, SCOR, LQDT, MAX"
PRTG,"PRTG, XGN, MHUA, BYSI, ELAB, PAVM, ONCT, FIXX, COCH, DARE, RVP"
PRTS,"PRTS, AEVA, HYLN, MPAA, HYZN, NIU, GOEV, CVGI, WPRT, SLDP, STRT"
PRZO,"PRZO, AIRI, MNTS, SIDU, ASTC, PKE, ATRO, DCO, EH, SPR, ESLT"
PRVA,"PRVA, LFST, AMEH, ALHC, USPH, PHR, INNV, CERT, NTLA, BHC, ACLX"
PSEC,"PSEC, VCTR, FSCO, OXLC, PIPR, PLMR, RONI, PRAA, THG, LNC, CFR"
PSMT,"PSMT, BIG, OLLI, MNSO, BKE, SOVO, BLMN, PLAY, ACVA, ODP, QRTEB"
PSHG,"PSHG, CTRM, PXS, IMPP, NM, GLBS, JYD, USEA, BANL, YGMZ, MESA"
PSNL,"PSNL, ENZ, MDXH, GTH, DMTK, NSTG, CNTG, AKUMQ, XGN, HHLA, BDSX"
PRT,"PRT, PVL, PED, INDO, USEG, BRN, MXC, HUSA, EPSN, PHX, MVO"
PSNYW,"PSNYW, GOEVW, FFIEW, GGROW, NWTNW, VFSWW, ZAPPW, AREBW, AUVIP, ARKOW, BTB"
PSNY,"PSNY, OSK, LCID, XPEV, NIO, PII, ALSN, DOOO, HOG, GT, QS"
PSTV,"PSTV, TMDIF, BTCY, UTRS, VAPO, STSS, VERO, AFIB, GCTK, NMRD, AEMD"
PSTX,"PSTX, SCLX, CCCC, TSHA, AGEN, AURA, HUMA, CHRS, FENC, GLUE, FATE"
PRU,"PRU, MET, MFC, SLF, PUK, AEG, CRBG, GL, RGA, ALL, COIN"
PSA,"PSA, WELL, EXR, VTR, AMT, CCI, SPG, O, DLR, VICI, EQIX"
PT,"PT, CNET, HOLO, JT, IPDN, AWIN, BLBX, QH, SOBR, MIND, WAFU"
PTC,"PTC, CHKP, TYL, DT, SSNC, U, OKTA, BSY, NET, TWLO, HUBS"
PTCT,"PTCT, INDV, PRTA, IDYA, ARVN, IRWD, GPCR, CRNX, DVAX, SNDX, SMMT"
PTEN,"PTEN, FRO, CPG, RIG, PBF, HP, DK, BORR, CLB, NBR, PBT"
PTGX,"PTGX, SAGE, PNT, XNCR, DCPH, AKRO, KNSA, MIRM, ARDX, KROS, AVDL"
PSF,"PSF, AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH"
PTHRW,"PTHRW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, ACBAW"
PTLO,"PTLO, BJRI, KRUS, DIN, CHUY, DENN, FWRG, SG, BH, NATH, PBPB"
PTHR,"PTHR, EVTL, RDW, SPIR, ISSC, LUNR, PGSS, EGGF, TATT, PKE, AZ"
PTIX,"PTIX, EVOK, PHAS, CLVR, APVO, CPHI, ARTL, ENSC, BDRX, PTPI, REVB"
PSN,"PSN, AUR, KD, CNXC, CART, COHR, G, FCN, FOUR, TNET, MARA"
PSO,"PSO, PARAP, EDR, ORAN, MAX, EVC, TZOO, ADTH, BODY, NCTY, MDIA"
PSFE,"PSFE, MAX, IMXI, VVI, CNDT, RPAY, ACCD, RGP, SHAP, PRTH, ADV"
PTMN,"PTMN, OFS, LRFC, ICMB, SCM, TPVG, PNNT, GAIN, INSI, VBF, PEBK"
PSTG,"PSTG, WDC, NTAP, OTEX, NTNX, QRVO, FFIV, DOX, CDAY, VIPS, JKHY"
PSQH,"PSQH, TZOO, BARK, WISH, CATO, BGFV, WILC, NDLS, FTCH, SPWH, PETS"
PSX,"PSX, MPC, VLO, HES, SU, EQNR, COP, EPD, E, PXD, OXY"
PSTL,"PSTL, GPMT, REFI, ONL, ILPT, BRT, NREF, NLOP, FSP, CIO, CTO"
PTON,"PTON, MODG, FOXF, JOUT, GOLF, YETI, VSCO, SONO, LAUR, CMPR, SIX"
PTPI,"PTPI, ADXS, REVB, JAN, ONCR, ENVB, ARDS, APVO, QLGN, PRFX, EVOK"
PTWO,"PTWO, TOI, SHLT, ETAO, TELA, VCXB, OMGA, GTHX, BDSX, BLUE, PDSB"
PTSI,"PTSI, CVLG, YRCW, YELLQ, ULH, MRTN, CLCO, SB, EGLE, NETI, OSG"
PTVE,"PTVE, SEE, SON, REYN, CENTA, ATGE, ATAT, LRN, CWH, MODG, MCW"
PUCKW,"PUCKW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PUBM,"PUBM, EB, VTEX, RMNI, EGAN, KLTR, IMMR, ASUR, BMBL, BELFA, GCT"
PUCK,"PUCK, BACA, BUJA, GDST, GTAC, AEAE, DUET, OAKU, LIBY, TRON, RFAC"
PTWOW,"PTWOW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PTA,"PTA, AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH"
PULM,"PULM, SBFM, GHSI, DRUG, UPC, DMK, CANF, KZIA, ALZN, BPTS, JAGX"
PUYI,"PUYI, SAMG, MRCC, BRDG, SAR, BANX, WHG, ERES, VALU, DHIL, FDUS"
PVBC,"PVBC, ESSA, FNWB, WMPN, BLFY, ECBK, NECB, TSBK, BSBK, AFBI, TCBX"
PWFL,"PWFL, TORO, MMLP, SRFM, EAC, OMEX, SFWL, SHIP, GLBS, EDRY, NM"
PWM,"PWM, MEGL, LMFA, CURO, BTCS, SNTG, JFU, GREE, SHFS, CWD, NYC"
PWP,"PWP, LDI, SII, HUT, CCAP, AVPT, VEL, LU, WULF, RWAY, QD"
PWOD,"PWOD, CFFI, CVCY, BCML, UNTY, ORRF, BSRR, CZNC, BMRC, WTBA, EBTC"
PWUP,"PWUP, TENK, LATG, GAMC, ATMV, ATMC, MARX, QDRO, BLAC, FNVT, ONYX"
PWUPW,"PWUPW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
PXDT,"PXDT, ELMD, HYPR, FONR, MBTC, VANI, MOVE, BSGM, POCI, ECOR, AXGN"
PTY,"PTY, NUV, USA, RVT, GSBD, TY, GAB, ADX, STEW, QQQX, MUC"
PXMD,"PXMD, DRMA, INM, BLCM, CWBR, BXRX, ATXI, SCPS, CING, PHIO, CMRA"
PXLW,"PXLW, GSIT, NA, LPTH, AXTI, POET, MMAT, EMKR, SQNS, QUIK, ATOM"
PXS,"PXS, CTRM, IMPP, NM, GLBS, PSHG, TORO, SHIP, AIRT, RAIL, MESA"
PUK,"PUK, SLF, PRU, MFC, AEG, CRBG, GL, RGA, MET, VOYA, BCS"
PUMP,"PUMP, PFHC, ACDC, HLX, RES, RNGR, CCLP, XPRO, OII, LBRT, OPAL"
PVH,"PVH, LCID, CASY, GEF, PTVE, DAN, MGA, CCL, LAKE, GES, MSGE"
PXSAP,"PXSAP, BROGW, IMPPP, PXSAW, CHKEZ, CHKEW, CHKEL, PBT, FRO, TRP, CLB"
PXSAW,"PXSAW, BROGW, IMPPP, PXSAP, CHKEZ, CHKEW, CHKEL, HPKEW, OSG, TK, DHT"
PYCR,"PYCR, BOX, BL, ESMT, NCNO, ASAN, AI, FROG, RPD, AYX, CVLT"
PW,"PW, IMH, WHLR, CORR, TIRX, RMCO, FRBK, SVVC, BTCT, UK, LGHL"
PVL,"PVL, PRT, INDO, PED, USEG, BRN, HUSA, MXC, EPSN, PHX, VOC"
PYPD,"PYPD, NVIV, DYNT, SINT, IONM, INBS, BJDX, INVO, RSLS, NURO, AVGR"
PYPL,"PYPL, RELX, MELI, MSCI, DASH, FIS, CSGP, GPN, EBAY, AKAM, WDAY"
PYXS,"PYXS, RLYB, AFMD, ACET, SYRE, CRVS, ADAG, BTAI, ONCY, CMRX, BCTX"
PZZA,"PZZA, BLMN, EAT, CBRL, CAKE, JACK, BJRI, CHUY, ARMK, TXRH, ARCO"
PWR,"PWR, MLM, VMC, WY, OTIS, URI, NVR, HWM, PHM, ROL, LEN"
PXD,"PXD, EOG, DVN, FANG, EQT, MRO, OXY, E, CNQ, CVE, EC"
QCOM,"QCOM, MSI, TXN, VZ, IBM, INTU, NOW, SAP, AMAT, TMUS, T"
PX,"PX, ALTI, BBDC, NOAH, PAX, BSIG, ABL, GCMG, VINP, FDUS, VRTS"
QCRH,"QCRH, LBAI, GABC, SBSI, BY, CNOB, RBCAA, PFBC, PFC, OBNK, OBK"
QDEL,"QDEL, NEOG, LNTH, NTLA, CLDX, MYGN, HALO, ACAD, ALKS, NUVL, AGL"
PWSC,"PWSC, COLM, ASO, YETI, HGV, IQ, NXST, MSGS, LOPE, IGT, RRR"
QDRO,"QDRO, FICV, BOWN, BLAC, ONYX, RWOD, TBMC, ESAC, LATG, TENK, GODN"
QETAU,"QETAU, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
QLI,"QLI, APTX, GHRS, INCR, LVTX, NLSP, ONCSQ, PHVS, SIOX, TARO, ATNFW"
QLGN,"QLGN, ARDS, ENVB, PRFX, OBSV, JAN, ADXS, ALLR, PTPI, NEXI, NBSE"
QFIN,"QFIN, RIOT, SOS, WD, CIFR, PGY, BITF, HKD, COOP, ML, GDOT"
QH,"QH, BAOS, SOPA, SWVL, CREG, EQOS, WTRH, KRKR, PALT, HLBZ, XELA"
QETAR,"QETAR, ABLLL, CGBDL, NMFCZ, ASGI, ATMCR, ARBKL, ARIZR, ATLCL, ATCOL, RILYN"
QIPT,"QIPT, TLSI, DRTS, PROF, NPCE, SGHT, LYRA, ALUR, CLPT, TELA, ARAY"
QLYS,"QLYS, SPSC, AI, CVLT, ALRM, PRGS, ZI, DSGX, FRSH, SMAR, S"
QMCO,"QMCO, LGL, SONM, UTSI, IZEA, RFIL, MMAT, UXIN, CPSH, REFR, XPON"
PZC,"PZC, AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH"
QD,"QD, MDBH, RWAY, HIVE, WULF, VEL, GHI, CCAP, HUT, LX, MFIN"
QNCX,"QNCX, ELUT, TIL, INAB, DYAI, OKYO, PASG, DTIL, CGTX, CRDL, ALGS"
QNST,"QNST, IIIV, RDWR, RSKD, RILY, CASS, CNDT, ZH, OLO, GRVY, OPRX"
QNRX,"QNRX, GBS, AEMD, NMRD, AVGR, TNON, NURO, GCTK, AFIB, VERO, PYPD"
QBTS,"QBTS, BCOV, TRVG, PCYG, LTRPA, INOD, TCX, OOMA, SOHU, LVOX, EGHT"
QQQX,"QQQX, FSCO, OXLC, VRTS, EGBN, RONI, PFS, BUSE, TCBK, HOPE, FBNC"
QRHC,"QRHC, PAYS, BYRN, SKIL, RMGC, DHCA, MBAC, SKYX, ARRW, ADTH, CCRD"
QRTEA,"QRTEA, JMIA, DDL, SFIX, DIBS, WISH, HEPS, LITB, RVLV, BBW, TTSH"
QRTEB,"QRTEB, ARCO, PZZA, HGTY, BKE, ACVA, ZGN, BLMN, PSMT, BOOT, SOVO"
QRTEP,"QRTEP, JFBRW, AREBW, AUVIP, ARKOW, BTB, GOEVW, CREVW, CDROW, DBGIW, ECXWW"
QRVO,"QRVO, LSCC, AMKR, RMBS, MTSI, ALGM, WOLF, SEDG, IPGP, POWI, CRUS"
QSG,"QSG, COE, IH, GEHI, BEDU, AACG, EEIQ, APEI, LINC, IMAQ, SCX"
QSI,"QSI, GEOS, ORGN, FARO, JFIN, YRD, TLS, TCX, BLNK, KLTR, RDVT"
QTRX,"QTRX, EYPT, CTKB, NAUT, HBIO, BNGO, AXDX, NSTG, PACB, OLK, TNGX"
QGEN,"QGEN, EXAS, RGEN, HSIC, DVA, BIO, PEN, MEDP, BIO.B, UHS, UTHR"
QURE,"QURE, ESPR, ERAS, NATR, ARQT, NBTX, ANL, STTK, CDT, NUVB, XERS"
QFTA,"QFTA, KYCH, NCAC, GMFI, TETE, LBBB, NBST, AFAR, NVAC, DIST, FRLA"
QUIK,"QUIK, GSIT, NVEC, AOSL, AIP, ATOM, KOPN, VLN, TGAN, AXTI, NA"
RAIL,"RAIL, AIRT, IMPP, BEST, CTRM, NM, PXS, EDRY, GLBS, MESA, BANL"
RAND,"RAND, VFL, AFJKU, AWF, ARL, WNNRU, APXIW, ASA, BCSF, BBAR, BMA"
RANI,"RANI, PRQR, GLYC, GTHX, PEPG, PDSB, DNTH, PMVP, ANVS, MCRB, DSGN"
RAPT,"RAPT, CALT, ARCT, CVAC, DYN, CNTA, NAMS, SLRN, LQDA, VERV, ALXO"
RAIN,"RAIN, LTRN, YS, ELDN, NBRV, NERV, YMTX, RPHM, MEIP, ENLV, HCWB"
RARE,"RARE, MLTX, AXSM, FOLD, MRTX, EVO, OGN, PRGO, BHVN, INSM, CORT"
QS,"QS, LCII, ADNT, MOD, VC, FOXF, CARG, DORM, GT, DRVN, GTX"
RAVE,"RAVE, RMCF, NXPL, EXPR, WBUY, RENT, XELB, GTIM, WKSP, FTFT, AHG"
RBB,"RBB, CSTR, WTBA, BMRC, ACNB, OBT, MCBC, CZNC, MPB, EBTC, RRBI"
QSR,"QSR, DRI, YUMC, YUM, TXRH, WING, ULTA, WBA, TSCO, EBAY, EXPE"
RBBN,"RBBN, OSPN, UIS, AUDC, BAND, TLS, ASUR, SLP, NTCT, VRNT, SRI"
R,"R, CAR, HTZ, UHAL, ALK, JOBY, KEX, AL, SNDR, GATX, HRI"
QUAD,"QUAD, TSE, NWPX, CIX, SSTI, DM, LXFR, GENC, PKOH, VTNR, TWIN"
QTWO,"QTWO, AVDX, INTA, FSLY, PRGS, ALKT, APPN, PD, SVFCX, BB, EVCM"
RBKB,"RBKB, SRBK, CULL, AFBI, BSBK, ECBK, WMPN, TCBS, BCOW, WVFC, FNWB"
RA,"RA, AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH"
RACE,"RACE, CYD, ZAPP, VLCN, ZEV, FFIE, ARVL, VEV, SOLO, CENN, REE"
RBCAA,"RBCAA, PFBC, GABC, LBAI, SBSI, PEBO, EGBN, CNOB, STBA, SRCE, CTBI"
RAMP,"RAMP, EVTC, STER, PAGS, GB, YEXT, MARA, ICFI, NABL, QFIN, FA"
RBC,"RBC, TKR, ATR, MIDD, DCI, BERY, TTEK, GPK, AGCO, SITE, AIT"
RCAT,"RCAT, ZENV, ICLK, GRRR, PRST, APCX, MVLA, RBT, BNZI, ALAR, MAQC"
RCACW,"RCACW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, ACBAW"
RCEL,"RCEL, TCMD, OBIO, ANIK, ANGO, UTMD, CERS, ARAY, BVS, SKIN, LYRA"
RCKT,"RCKT, BHC, RYTM, HCM, CBAY, GLPG, AMPH, XENE, TGTX, PBH, ZLAB"
RBCP,"RBCP, ADSEW, AERTW, AIRTP, POWWP, BLDEW, BAERW, CEADW, CRESW, DFLIW, ESOA"
RBLX,"RBLX, TTWO, EA, RCI, TCOM, LYV, SIRI, WBD, DKNG, RCL, WMG"
RBA,"RBA, GRAB, WEX, CART, CNXC, FOUR, TNET, DLO, MMS, EXLS, WU"
RCKY,"RCKY, WWW, LUXH, ALTO, UONE, SGC, HBB, VIRC, KNDI, UONEK, CLAR"
RCM,"RCM, NSP, EXPO, SRCL, WU, SPXC, KD, INST, BCO, PAGS, FCFS"
RBT,"RBT, ARQQ, APAC, MAQC, MTC, VII, ZENV, RCAT, MAPS, APCX, ICLK"
RCMT,"RCMT, DLHC, HQI, SRT, BGSF, HSON, TBI, BBSI, KELYA, CCRN, CLMB"
RC,"RC, ARI, TWO, PMT, CIM, MFA, ARR, RWT, DX, ACRE, AGNC"
RCON,"RCON, BNRG, HLGN, MARPS, SNMP, PEGY, ELIQ, ISUN, SUNW, NEWH, VVPR"
RCRT,"RCRT, ELWS, SVRE, INPX, VENA, LKCO, CUEN, NCPL, TRKAQ, SMX, VOCL"
RDFN,"RDFN, HOUS, MMI, NMRK, RMAX, EXPI, AIV, SAFT, PGRE, MFA, FBRT"
RDCM,"RDCM, ALOT, LINK, TACT, INVE, KTCC, IMMR, LITB, DHX, CXDO, IVAC"
RDHL,"RDHL, EFTR, UBX, FBIO, SLGL, ELAB, BIOR, FBRX, CLRB, NXTC, CELU"
RDI,"RDI, SNAL, BEDU, COE, K, TOON, PFIN, CRWS, DLA, CASA, BZFD"
RCG,"RCG, AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH"
RCI,"RCI, WBD, ROKU, LBRDA, LBRDK, LBTYK, LBTYA, CHTR, RBLX, TCOM, TTWO"
RDIB,"RDIB, AREBW, AUVIP, ARKOW, BTB, GOEVW, CREVW, CDROW, DBGIW, ECXWW, GMBLZ"
RBOT,"RBOT, EAR, RWLK, MLSS, COCH, OTEC, CLGN, ANZU, NTRB, ALTU, MHUA"
RDUS,"RDUS, SLCA, LEU, MATV, ASIX, NEXA, WLKP, MNKD, ZEUS, UAN, HAYN"
RDNT,"RDNT, VCYT, FTRE, GH, VRDN, FLGT, CDNA, CSTL, BDSX, GTH, PSNL"
RCL,"RCL, NCLH, DKNG, WBD, TTWO, EA, RBLX, RCI, TCOM, LVS, LYV"
RDVT,"RDVT, KLTR, LPSN, BLZE, EGAN, BBAI, PRCH, ONTF, CTV, BAND, MIXT"
RCAC,"RCAC, KWAC, MACA, DHAC, AIB, TGVC, INTE, NOVV, WINV, WAVS, ACAX"
RDWR,"RDWR, RSKD, IIIV, QNST, CNDT, CASS, OLO, GRVY, RMNI, OPRX, NTCT"
REAL,"REAL, PLBY, ALTO, RCKY, SGC, KNDI, FLL, HBB, UONE, DOYU, LUXH"
REAX,"REAX, FTHM, SHAP, GMM, API, PRTH, SST, CLMB, TINV, BLDE, INSE"
REBN,"REBN, EDUC, REED, FAMI, STKH, PETZ, SNAX, XXII, BOF, AAGR, JVA"
REE,"REE, CENN, SOLO, VEV, WKHS, FFIE, ARVL, NIU, CPTN, XOS, DCFC"
RCS,"RCS, TDF, ZTR, MMT, BKT, WHF, NCA, PMM, ASG, FUND, MQT"
RCUS,"RCUS, PCRX, MOR, VRNA, IRON, MORF, SUPN, ARDX, MIRM, XNCR, PTGX"
REFR,"REFR, XELB, VHC, SONM, UTSI, NCTY, LGL, ONMD, IZEA, RFIL, PIXY"
REG,"REG, UDR, REXR, AMH, GLPI, ELS, BXP, KIM, PEAK, LAMR, HST"
REFI,"REFI, ILPT, PSTL, GPMT, ONL, NREF, NLOP, BRT, FSP, CIO, PINE"
REGCO,"REGCO, REGCP, WHLRP, WHLRD, AGNCP, AGNCO, AGNCN, AGNCM, AGNCL, BPYPP, BPYPO"
REGN,"REGN, VRTX, ZTS, BMY, GSK, SNY, TAK, PFE, RPRX, BGNE, CTLT"
REGCP,"REGCP, REGCO, WHLRP, WHLRD, AGNCP, AGNCO, AGNCN, AGNCM, AGNCL, BPYPP, BPYPO"
RCKTW,"RCKTW, ATNFW, SXTPW, DRTSW, APLMW, ARTLW, BCDAW, BCTXW, CDIOW, CTCXW, CELUW"
RDN,"RDN, MTG, AGO, ESNT, NMIH, ORI, AEL, PFSI, PECO, FFIN, COOP"
REKR,"REKR, ITI, HEAR, CTV, LTRX, BLNK, INOD, ASUR, MIXT, IMMR, ABAT"
RELI,"RELI, CRD-B, CRD-A, RELIW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU"
RELIW,"RELIW, CRD-B, CRD-A, RELI, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU"
RELL,"RELL, VOXX, QUIK, ATOM, MIXT, PCYG, HEAR, GWH, INVE, CTV, REKR"
RENB,"RENB, IMMP, XOMA, IMRX, TSVT, ALDX, CRMD, VSTM, GOSS, OMER, SBTX"
RENE,"RENE, KAII, FIAC, LCAA, IPXX, IVCP, IVCB, NPAB, SVII, XPAX, SKGR"
RDY,"RDY, LEGN, TEVA, KRTX, UTHR, VRNA, VTRS, ROIV, SRPT, CTLT, CERE"
RENEU,"RENEU, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
RENEW,"RENEW, VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ASCBW, ENERU, ENERW"
